🎙️ Upload Audio,"📝 Upload Text (.txt, .pdf, .docx)",output 0,📝 Download SRT,timestamp
,".gradio\flagged\ Upload Text .txt, .pdf, .docx)\08e4f85cb283c80fdcda\27052025 MCC 1730-1930 VIC - edited caption notes 1 1.txt",❌ ERROR: name 'get_audio_duration' is not defined,,2025-06-27 19:21:44.190937
